folder,techno_modifiee,gwp_constr,f_H2_STORAGE,f_METHANOL_STORAGE,f_TRAIN_PUB,f_TRAMWAY_TROLLEY,f_BUS_COACH_HYDIESEL,f_BUS_COACH_DIESEL,f_BUS_COACH_FC_HYBRIDH2,f_BUS_COACH_CNG_STOICH
407_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2498999999999983,,627.726805,20.668872,10.604735,6.138771,2.729393,3.44934,0.763766
408_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2504999999999983,,627.65076,16.973632,8.430646,6.33436,1.447601,0.825345,1.085357
409_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2510999999999982,,627.595651,16.871315,8.697622,6.246607,1.262824,0.925477,1.19548
410_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2516999999999982,,627.607174,18.793142,8.70403,6.211409,1.248582,0.747547,0.969791
411_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2522999999999982,,628.000453,16.900675,8.336853,6.477011,1.023555,0.88655,0.871089
412_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2528999999999982,,627.576721,18.556859,8.478446,6.192231,1.611468,1.172101,1.101263
413_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2534999999999982,,627.483302,18.24507,8.432053,6.365165,2.378042,1.196898,0.915172
414_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2540999999999982,,627.482212,18.030543,8.749746,6.512216,0.882561,2.588109,0.67136
415_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2546999999999982,,627.475773,18.301194,8.781291,6.407873,1.770998,1.559615,0.9083
416_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2552999999999982,,627.564657,19.637516,8.380329,6.188691,0.949042,1.035761,0.652103
417_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2558999999999982,,627.576347,18.150292,10.015012,7.68702,2.09676,0.462167,0.739848
418_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2564999999999982,,627.476775,18.30161,9.934011,6.399055,1.131095,1.131702,0.968609
419_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2570999999999981,,627.478992,16.53547,8.594783,6.435787,1.00199,0.91147,1.058518
420_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2576999999999981,,627.660999,19.105935,8.288076,6.364741,1.754748,0.55854,0.743362
421_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2582999999999981,,627.497642,17.096375,8.845312,6.204347,5.289136,1.044075,0.950569
422_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2588999999999981,,627.563735,17.54001,8.418892,6.85698,0.919432,0.655753,0.894309
423_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2594999999999981,,627.482085,18.597288,10.095742,6.291395,1.29931,1.515968,0.950999
424_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2600999999999981,,627.55102,16.866675,8.36858,6.615234,1.100666,0.788237,0.996153
425_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2606999999999981,,627.511295,20.611001,8.700803,6.251039,0.568589,0.346182,0.88751
426_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2612999999999981,,627.486406,17.331537,8.402533,6.176264,0.957896,1.020508,0.944442
427_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2618999999999981,,627.467266,16.539648,8.489678,6.272187,1.448827,1.070536,1.141508
428_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.262499999999998,,627.527466,18.76081,8.150242,7.093425,1.208943,0.792198,0.756809
429_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.263099999999998,,627.479513,16.792921,8.781526,6.158417,1.017402,0.647886,0.930809
430_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.263699999999998,,627.482741,17.484824,8.494028,6.170982,0.932181,0.52798,0.954317
431_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.264299999999998,,627.58737,18.796161,8.895255,6.153751,1.070213,0.705623,0.65623
432_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.264899999999998,,627.467725,17.407819,8.380321,6.914466,0.894949,0.659177,0.892971
433_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.265499999999998,,627.505751,16.568251,8.163848,6.204637,3.413848,0.463671,0.962123
434_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.266099999999998,,627.485915,20.184727,8.69266,6.231125,3.054773,1.522173,0.984352
435_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.266699999999998,,627.459483,16.533935,8.820028,6.171191,1.805837,0.993035,1.096542
436_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.267299999999998,,627.464042,16.925987,8.277123,6.192918,1.676776,1.069463,0.895756
437_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.267899999999998,,627.546953,16.553158,8.816958,6.846943,1.22724,1.223549,0.54251
438_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2684999999999979,,627.476458,17.435273,8.292849,6.188101,0.905701,0.81749,1.029294
439_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2690999999999979,,627.488652,18.051606,9.481744,7.131695,1.265414,0.537871,0.815191
440_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2696999999999979,,627.430301,16.93604,8.381769,6.212735,1.506845,1.006237,0.943303
441_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2702999999999979,,627.468845,16.656023,9.256483,8.529376,5.154477,1.398853,0.855501
442_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2708999999999979,,627.413253,17.788757,8.496407,6.134654,1.01515,0.602893,0.924795
443_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2714999999999979,,627.484673,18.738442,8.820697,6.256055,2.106281,0.695218,0.920265
444_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2720999999999979,,627.364022,18.470357,8.310287,6.19861,0.937495,1.65668,0.883279
445_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2726999999999979,,627.499812,19.176613,8.362604,6.227248,2.30726,0.720236,0.980641
446_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2732999999999979,,627.464583,18.481673,8.889074,6.315215,0.708653,0.816258,0.725468
447_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2738999999999978,,627.38707,18.90119,9.860738,7.915829,1.111546,0.82068,0.682533
448_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2744999999999978,,627.440907,18.15116,8.696134,6.464797,1.517887,0.766009,0.946046
449_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2750999999999978,,627.236188,16.577466,9.628823,6.15143,1.052996,0.76698,0.972755
450_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2756999999999978,,627.196363,19.091987,8.794287,6.265879,6.006493,1.282872,0.965282
451_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2762999999999978,,627.446446,16.85838,8.263892,6.200036,1.605314,1.041291,0.562642
452_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2768999999999978,,627.193441,16.568796,8.373858,6.565813,1.654132,0.869591,1.020233
453_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2774999999999978,,627.226303,16.548553,8.961195,6.259189,1.116101,0.589438,0.95723
454_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2780999999999978,,627.195407,17.986869,9.287518,6.135132,0.949426,0.469279,0.885895
455_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2786999999999978,,627.329941,20.097701,8.903866,7.274371,2.137423,3.134309,0.800671
456_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2792999999999978,,627.210927,17.049769,8.654858,6.516883,1.965622,1.140249,1.21254
457_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2798999999999977,,627.250404,23.778504,9.484899,6.501076,2.493079,0.766236,0.790755
458_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2804999999999977,,627.142885,17.47339,8.654068,7.14489,0.778798,0.755016,0.738132
459_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2810999999999977,,626.995933,16.721701,8.728448,6.68643,1.88088,0.793195,0.886234
460_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2816999999999977,,627.015584,17.510639,10.76833,8.753303,2.016129,1.509033,0.828175
461_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2822999999999977,,627.050866,18.209896,8.462852,6.274848,1.535051,0.441741,1.339467
462_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2828999999999977,,626.998332,17.335477,8.579731,6.163764,1.920338,2.903463,0.837375
463_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2834999999999977,,626.942514,16.567268,8.689841,6.264205,1.368828,0.86365,0.834645
464_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2840999999999977,,626.899992,18.393471,8.842097,6.172049,1.99545,1.209709,0.854314
465_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2846999999999977,,627.001388,17.815652,8.403772,7.016928,0.908285,0.716915,0.94653
466_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2852999999999976,,627.008443,22.635312,11.055837,8.044957,1.15627,1.763387,0.666654
467_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2858999999999976,,626.894744,19.000802,8.78319,6.166045,0.769741,0.545452,0.765307
468_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2864999999999976,,626.885181,16.693077,8.652496,6.164544,1.21815,0.782411,1.1131
469_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2870999999999976,,626.893015,18.583907,8.551922,6.168353,1.44666,1.089574,0.77496
470_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2876999999999976,,626.926197,16.555694,8.475962,9.350223,0.828784,0.57787,0.848808
471_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2882999999999976,,626.892361,18.843559,8.72013,6.19097,2.849412,1.747262,0.936252
472_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2888999999999976,,626.974356,17.320183,8.531376,6.536596,1.106754,0.937341,1.05873
473_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2894999999999976,,626.91151,16.684527,8.273901,6.212837,1.123591,0.829253,0.701792
474_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2900999999999976,,626.901863,17.431392,8.260858,6.170104,0.864736,0.911891,0.849077
475_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2906999999999975,,626.905829,19.66555,10.534846,6.312328,1.264745,0.544264,0.940834
476_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2912999999999975,,627.095295,17.587029,8.686839,6.266984,1.596013,7.137518,0.815071
477_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2918999999999975,,626.899123,17.621778,8.361664,6.190463,0.839029,0.614493,0.910876
478_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2924999999999975,,626.572524,16.758926,8.381413,6.137427,1.161318,0.699608,1.05664
479_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2930999999999975,,626.890211,18.998694,9.773822,6.967412,1.345255,1.47919,0.786532
480_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2936999999999975,,626.728159,19.043445,8.61,6.774772,2.493521,1.524739,0.726289
481_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2942999999999975,,626.713529,17.451989,8.435449,6.538948,1.018785,0.998476,0.876242
482_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2948999999999975,,626.889701,17.110407,8.323655,6.197667,0.73902,0.433178,0.573005
483_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2954999999999975,,626.798493,19.167089,10.572974,6.181508,0.990829,1.180316,0.690168
484_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2960999999999975,,626.685836,16.786289,9.466647,6.180789,0.815404,0.550181,0.91442
485_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2966999999999974,,626.644227,16.609348,8.341515,6.27229,3.976477,0.701253,1.180775
486_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2972999999999974,,626.874692,20.55727,8.299557,6.208167,1.949805,1.055356,0.962047
487_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2978999999999974,,626.152158,17.438941,8.517428,6.138793,1.055689,1.039461,0.944583
488_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2984999999999974,,626.099128,18.064037,12.478827,8.330394,0.884073,0.889513,0.812307
489_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2990999999999974,,626.78335,17.237389,8.541241,6.203223,1.101193,0.865765,1.079535
490_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2996999999999974,,626.559388,16.553457,8.594028,6.145809,1.624453,1.113911,1.149557
491_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3002999999999974,,625.813568,17.810692,8.426844,6.394616,0.787544,1.497361,0.883344
492_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3008999999999974,,626.048492,18.469529,8.190877,6.171889,0.83968,0.655315,0.815693
493_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3014999999999974,,625.825739,17.995286,8.719158,6.876008,1.21732,1.855758,1.108411
494_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3020999999999973,,625.320634,19.414766,8.369916,6.162664,0.854814,0.725897,0.815971
495_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3026999999999973,,624.403837,16.71839,8.418875,6.238703,2.145253,2.152827,0.845551
496_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3032999999999973,,623.714974,19.611291,8.333485,6.583745,1.350289,2.19562,0.845018
497_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3038999999999973,,624.797047,18.934966,10.568026,7.493772,1.776295,0.680279,0.821336
498_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3044999999999973,,623.930306,17.871923,9.179009,6.316282,1.123264,0.34047,0.952655
499_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3050999999999973,,623.046664,17.196464,8.390738,6.249649,0.804599,0.701171,0.796333
500_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3056999999999973,,623.034245,19.885007,10.118745,6.168821,2.707561,1.053921,0.682549
501_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3062999999999973,,622.979781,17.003243,8.42457,6.309606,1.63242,0.992715,1.182101
502_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3068999999999973,,623.020648,18.345151,8.475695,6.187455,0.954888,0.203847,0.992689
503_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3074999999999973,,623.986635,16.740574,8.427585,6.628541,1.083009,0.885351,0.966065
504_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3080999999999972,,623.812585,16.573131,8.346676,6.19709,4.678434,2.48402,0.832009
505_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3086999999999972,,623.045084,17.469365,11.111604,7.529404,5.417471,1.105463,0.770068
506_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3092999999999972,,623.063996,16.533573,8.236943,6.683343,1.198132,0.935429,1.020197
507_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3098999999999972,,622.973222,17.392849,8.350815,6.302233,0.666052,0.46444,0.694199
508_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3104999999999972,,623.846154,18.71321,9.724441,6.151736,4.010134,14.759695,0.57937
509_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3110999999999972,,622.897467,18.486862,8.43252,6.14957,1.119387,1.839274,0.800954
510_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3116999999999972,,623.05513,19.597485,8.38927,6.163222,0.864682,0.736405,0.840023
511_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3122999999999972,,623.445318,17.46278,8.693571,6.217475,1.067828,0.842751,1.194672
512_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3128999999999972,,623.053822,17.538297,8.478783,6.187633,1.008239,0.521586,1.086688
513_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3134999999999971,,622.775176,19.408834,8.299536,6.346602,1.3056,0.963359,0.825403
514_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3140999999999971,,622.879234,19.407578,9.364269,6.444821,1.121735,1.178743,0.8137
515_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3146999999999971,,622.678875,20.284414,8.445812,6.306298,1.7556,0.583448,1.032313
516_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3152999999999971,,622.878765,23.409562,11.404932,7.562018,0.99139,0.663682,0.793117
517_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3158999999999971,,623.109738,19.358875,8.416135,6.165593,0.582496,0.286948,0.89834
518_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3164999999999971,,622.589491,17.626241,8.522563,6.179488,1.501442,1.10407,1.052734
519_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3170999999999971,,622.658962,17.02421,9.835663,6.857456,1.330023,0.790947,0.93542
520_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3176999999999971,,622.910565,18.570641,8.321523,6.441061,1.323055,1.260433,0.93054
521_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3182999999999971,,622.850974,18.033607,8.393307,6.962876,1.195233,0.817575,1.007981
522_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3188999999999971,,622.463074,16.601175,9.447517,6.326886,0.968873,0.580468,0.95751
523_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.319499999999997,,623.934574,16.775241,8.467452,6.171865,2.772449,1.769221,0.895613
524_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.320099999999997,,622.462307,18.220258,9.087836,9.75841,1.192271,1.256577,1.191293
525_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.320699999999997,,622.463604,19.384246,9.129398,6.717597,1.303354,0.634986,0.820462
526_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.321299999999997,,622.613972,17.079986,8.653649,6.175485,0.978013,0.5939,0.946559
527_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.321899999999997,,622.478379,18.793994,8.1781,6.825244,1.122165,1.574002,0.667825
528_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.322499999999997,,622.562312,17.119664,9.550793,6.159518,0.727771,0.87989,0.731416
529_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.323099999999997,,624.610499,16.970973,9.166831,6.167137,2.241027,1.235719,0.887704
530_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.323699999999997,,622.508433,17.161207,8.669657,6.216972,1.092621,1.521627,1.024888
531_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.324299999999997,,622.461502,16.64307,8.665183,6.221238,1.663605,0.836196,1.01203
532_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3248999999999969,,622.551358,19.146637,10.113248,6.788762,1.656416,0.720497,0.9316
533_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3254999999999969,,622.59237,19.112079,8.410657,6.463283,1.964024,2.339032,0.817054
534_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3260999999999969,,622.683954,18.374859,8.725242,6.270871,1.343693,0.559196,0.887723
535_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3266999999999969,,622.733258,21.210323,9.70664,6.78406,1.332317,0.782679,0.802836
536_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3272999999999969,,622.543172,17.859053,8.361299,7.061268,1.244666,1.002597,0.878253
537_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3278999999999969,,622.462346,17.161355,8.4101,6.568542,1.132416,0.976968,0.945089
538_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3284999999999969,,622.459147,16.837669,9.340049,6.405132,1.351222,0.561786,0.822877
539_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3290999999999969,,622.486049,16.535429,8.972519,6.199063,1.011251,0.83586,1.051517
540_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3296999999999969,,622.579319,17.560651,8.249467,6.286344,1.905178,0.714362,0.942331
541_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.3302999999999969,,622.467727,16.536306,9.495537,6.138393,1.130788,0.704528,1.031132
542_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.4302999999999969,,619.944653,17.465437,8.702722,6.150776,1.239653,0.679576,1.269293
543_CAS_Techno_METHANOL_STORAGE_gwp1,METHANOL_STORAGE,0.5302999999999969,,593.796606,16.790868,9.263842,6.752652,1.330638,0.770127,0.822383
544_CAS_Techno_METHANOL_STORAGE_gwp1,METHANOL_STORAGE,0.6302999999999969,,579.314807,17.550008,8.620922,6.180652,1.481603,1.162944,1.184235
545_CAS_Techno_METHANOL_STORAGE_gwp1,METHANOL_STORAGE,0.7302999999999968,,521.662869,17.02565,8.691604,6.236752,0.945172,0.963373,0.867998
546_CAS_Techno_METHANOL_STORAGE_gwp1,METHANOL_STORAGE,0.8302999999999968,,503.927956,17.053594,8.28244,6.197274,0.646911,0.544355,0.745649
547_CAS_Techno_METHANOL_STORAGE_gwp1,METHANOL_STORAGE,0.9302999999999968,,428.479832,17.494526,9.782696,11.292785,0.774418,0.558052,0.864951
548_CAS_Techno_METHANOL_STORAGE_gwp1,METHANOL_STORAGE,1.0302999999999969,,329.710059,17.539848,8.658658,6.137707,1.336398,0.695498,1.258033
549_CAS_Techno_METHANOL_STORAGE_gwp1,METHANOL_STORAGE,1.130299999999997,,71.875201,17.37517,8.298265,6.206804,0.990306,0.591963,0.811208
550_CAS_Techno_METHANOL_STORAGE_gwp1,METHANOL_STORAGE,1.230299999999997,,0.104306,19.188774,8.457797,6.168918,2.021854,1.233998,0.893273
