folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_OIL_TO_HVC,f_METHANE_TO_METHANOL,f_METHANOL_TO_HVC,f_GAS_TO_HVC,f_HABER_BOSCH,f_PYROLYSIS_TO_FUELS,f_SYN_METHANOLATION,f_PYROLYSIS_TO_LFO,f_AMMONIA_TO_H2,f_BIOMASS_TO_HVC,f_BIOMASS_TO_METHANOL
0_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.884,1003.798875,23.815763,13.835349,12.413727,11.303687,11.538123,10.02694,9.695425,9.333571,8.279501,7.709749,6.418595
1_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.894,1003.788108,27.232745,15.726104,13.426017,12.82833,13.041062,11.343171,10.806898,10.366611,9.504532,8.424565,6.982442
2_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.904,1003.480085,22.679605,13.306833,11.967034,10.854255,10.960381,9.221903,8.853696,8.355596,7.736323,6.673242,5.468876
3_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.914,1002.926883,24.384273,14.256261,12.466733,11.858963,12.035747,10.030162,9.635034,9.302304,8.453487,7.324463,6.126683
4_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.924,999.812267,28.593803,16.17889,14.016558,13.264526,13.588817,12.088589,11.637036,11.304119,10.089247,9.392189,7.804297
5_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.934,990.939552,25.421403,14.821388,12.988394,12.138941,12.137789,10.715444,10.246821,9.814679,8.918997,8.072272,6.709354
6_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.944,978.3761,26.030417,15.217155,13.087016,12.300031,12.858377,10.927785,10.5295,10.219597,9.18379,8.235669,6.89798
7_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.954,976.37241,27.373437,15.82156,13.486655,12.775324,13.116379,11.512389,11.037043,10.641518,9.580428,8.728553,7.252556
8_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.964,972.536979,24.00415,13.983682,12.694204,11.088804,11.583655,10.355546,10.040524,9.721859,8.689272,8.090513,6.827569
9_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.974,962.233645,24.40125,14.181864,12.70434,11.267952,11.665764,10.616014,10.284182,10.05203,8.718473,8.468591,7.067715
10_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.984,962.104433,22.714708,13.114284,12.221103,10.320064,11.000845,9.750092,9.532211,9.219438,8.177552,7.561202,6.387525
11_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.994,947.210714,26.428711,15.796108,13.990085,12.05098,13.359458,11.620838,11.566307,11.227477,10.010054,9.278801,7.697168
12_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.004,947.109488,25.845343,14.884711,12.995415,11.697805,12.523938,10.80724,10.462111,10.14335,9.190298,8.144624,6.805885
13_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.014,945.631525,24.807986,14.247925,12.709383,11.511366,11.970459,10.25806,9.816233,9.420857,8.486664,7.618854,6.301666
14_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.024,945.512791,28.415036,16.508817,13.730742,13.74581,13.396944,11.660994,10.875475,10.284472,9.539461,8.345939,6.73088
15_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.034,923.142419,21.518249,12.843505,11.628674,10.538591,10.717757,8.874518,8.578085,8.155279,7.478941,6.503404,5.427824
16_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.044,913.739958,23.349339,13.639486,12.267483,11.07154,11.457924,9.752292,9.447369,9.065827,8.205742,7.172016,5.931395
17_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.054,913.737425,27.315856,16.051267,13.49132,13.524594,12.871474,11.404569,10.7327,10.154792,9.376791,8.386416,6.842271
18_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.064,901.662863,27.193329,15.912137,13.498795,13.146016,13.132739,11.388568,10.770907,10.364155,9.480791,8.424381,6.942382
19_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.074,896.983672,27.220114,15.956277,13.416753,13.201095,13.02598,11.248537,10.636096,10.124002,9.376535,8.171385,6.68431
20_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.084,893.286801,30.406177,19.46167,15.137432,15.587325,15.193429,13.163331,12.191078,11.314686,10.873562,9.290089,7.324522
21_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.094,891.25311,25.864904,15.198539,13.051067,12.329811,12.580543,10.793738,10.31966,9.935801,9.095487,8.078478,6.697664
22_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.104,891.281715,27.588753,17.900792,14.83782,13.084799,14.67765,11.92706,12.025768,11.332486,10.652806,9.263483,7.391021
23_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.114,891.237927,28.71175,17.466738,14.662848,14.294359,14.056567,12.031666,11.554688,10.730808,10.365776,8.773671,6.874614
24_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.124,886.879738,26.518249,15.66679,13.107821,13.342012,12.900251,10.805539,10.191732,9.726389,9.158094,7.695083,6.444708
25_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.134,886.930722,28.909677,16.583492,13.835183,13.990686,13.393485,11.788375,11.086854,10.487106,9.755518,8.5683,6.89637
26_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.144,882.603457,23.770769,14.26421,12.376003,11.703548,11.956664,9.966166,9.666282,9.343524,8.371538,7.440689,6.225646
27_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.154,882.241763,21.069071,13.116472,11.476254,11.068052,11.318351,8.678859,8.56712,8.331239,7.700816,6.280201,5.370964
28_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.164,882.311321,26.67282,15.303069,13.39879,12.194921,12.817656,11.289066,10.859893,10.53005,9.451562,8.575761,7.132839
29_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1740000000000002,870.473257,26.492284,14.92394,13.100924,12.458201,12.503808,10.865124,10.330938,9.929264,8.956518,8.060426,6.630257
30_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1840000000000002,870.436122,21.822434,13.408349,11.772074,11.338761,11.445096,9.075274,8.799896,8.522807,8.000332,6.58271,5.626761
31_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1940000000000002,863.028571,18.60745,10.843031,10.759569,8.523713,8.990486,7.740159,7.649577,7.201911,6.560561,5.770066,4.803868
32_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2040000000000002,854.612968,26.889477,15.580987,13.292593,12.801293,12.924333,11.057685,10.466955,9.975549,9.212906,8.045054,6.600681
33_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2140000000000002,849.726105,19.71179,12.058881,11.113275,9.942951,10.068525,8.251925,8.100132,7.723858,7.075594,6.081134,5.106429
34_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2240000000000002,844.873321,24.550077,14.483778,12.539215,12.21048,12.073011,10.097864,9.647745,9.201944,8.423601,7.259745,5.98255
35_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2340000000000002,844.87012,26.040593,14.941992,13.139902,11.799304,12.592963,11.101679,10.788392,10.519633,9.324876,8.504394,7.098892
36_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2440000000000002,844.880638,28.62707,17.793637,14.32892,14.391842,14.078833,12.160396,11.419267,10.688407,10.12874,8.756048,7.005014
37_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2540000000000002,844.662651,25.996842,14.935132,13.138414,11.852165,12.436476,10.908603,10.412505,9.98,8.887486,8.12191,6.670182
38_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2640000000000002,836.698227,22.487607,13.146944,12.171808,10.167712,10.972285,9.733518,9.586134,9.315947,8.228971,7.657443,6.475013
39_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2740000000000002,836.696738,23.694557,14.232756,12.356594,11.764294,12.070301,9.90524,9.622008,9.372803,8.535581,7.374591,6.274607
40_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2840000000000005,836.688495,22.187608,13.343288,11.799152,11.373668,10.983448,9.120173,8.752118,8.299165,7.713175,6.575941,5.477132
41_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2940000000000005,830.226241,25.328134,14.93687,12.79535,12.43453,12.606832,10.479328,10.041756,9.728843,8.899661,7.699273,6.461528
42_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3040000000000005,826.654727,26.880051,15.496476,13.265161,12.468832,13.043505,11.067577,10.549259,10.14598,9.335596,8.004,6.619967
43_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3140000000000005,818.886129,23.592121,14.164466,12.298216,11.655429,11.962554,9.762665,9.504458,9.192624,8.398822,7.125765,6.002283
44_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3240000000000005,811.719605,26.904154,15.78076,13.542258,12.677342,13.077069,11.468263,10.95754,10.60378,9.566042,8.698317,7.247105
45_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3340000000000003,811.681075,23.149778,13.633302,12.196961,11.144955,11.538777,9.717279,9.469407,9.189863,8.282119,7.262022,6.114969
46_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3440000000000003,811.685962,25.167127,15.125792,12.841625,12.581127,12.972451,10.558067,10.287665,10.140771,9.205938,8.008472,6.904379
47_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3540000000000003,811.676966,18.494932,11.199349,10.595422,9.437897,9.316297,7.47425,7.319384,6.842899,6.427581,5.275009,4.35353
48_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3640000000000003,796.073397,22.44613,12.865629,12.05463,10.223323,10.887692,9.551747,9.299598,9.005071,8.03396,7.254153,6.007881
49_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3740000000000003,793.719052,25.501537,14.859807,12.930366,12.361875,12.449338,10.475212,9.971211,9.56205,8.734956,7.666927,6.378193
50_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3840000000000003,788.193008,27.234311,15.202596,13.439868,12.517971,12.738412,11.221709,10.761039,10.373642,9.247488,8.481036,6.939837
51_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3940000000000003,788.225028,24.950075,14.760513,12.652416,12.490399,12.243658,10.25504,9.741282,9.324816,8.698116,7.418362,6.141922
52_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4040000000000004,788.197822,24.047484,14.642206,12.412898,12.33008,12.582253,9.980124,9.788137,9.650571,8.782743,7.423512,6.364051
53_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4140000000000004,788.192756,23.416271,13.865343,12.205282,11.57424,11.685486,9.669126,9.292833,8.925218,8.19119,7.031308,5.883895
54_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4240000000000004,785.596432,27.253112,16.158491,13.398726,13.302301,13.620972,11.269644,10.804433,10.524203,9.557812,8.22385,6.919739
55_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4340000000000004,785.599247,23.694375,14.121042,12.276272,11.567029,11.889923,9.813521,9.486289,9.19677,8.348196,7.183101,6.050134
56_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4440000000000004,785.600144,26.242158,15.160967,13.141453,12.371808,12.755498,10.856542,10.433781,10.070744,9.183154,8.047541,6.69003
57_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4540000000000004,785.596448,25.189858,14.314571,12.765183,11.515203,11.973679,10.351384,9.80712,9.333782,8.449214,7.56384,6.15891
58_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4640000000000004,781.808324,20.101581,12.02094,11.198011,9.887501,10.162614,8.437068,8.29801,8.042964,7.328262,6.383866,5.454522
59_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4740000000000004,774.462312,18.560874,10.983736,10.70484,8.969925,9.110785,7.640368,7.501523,7.04008,6.477737,5.546639,4.59907
60_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4840000000000004,759.569873,29.069319,16.536947,13.956206,13.465124,13.899679,12.14328,11.461297,11.073537,9.853248,9.089829,7.481592
61_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4940000000000004,759.547555,23.533551,13.919727,12.116105,11.730131,11.697472,9.590154,9.135864,8.753203,8.066784,6.825316,5.661323
62_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5040000000000004,759.548918,22.481674,13.746426,12.042702,11.481692,12.035899,9.482872,9.386299,9.367272,8.506813,7.165029,6.283437
63_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5140000000000005,759.548142,17.313688,10.914282,10.283159,9.211956,9.439583,7.060701,7.137635,6.903164,6.297844,5.068289,4.358253
64_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5240000000000005,753.583148,24.259435,13.90518,12.665271,11.279719,11.620878,10.340349,9.926513,9.601364,8.552639,7.873106,6.595399
65_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5340000000000005,752.771201,26.26529,15.074589,13.116862,11.961277,12.751758,10.985431,10.607219,10.264796,9.33474,8.187856,6.822838
66_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5440000000000005,748.452303,25.56012,15.104495,12.83665,12.825158,12.69024,10.47608,10.016706,9.63673,8.880862,7.554908,6.249986
67_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5540000000000005,746.923425,23.902086,14.285518,12.385195,11.991878,12.034245,9.88581,9.488598,9.177073,8.490227,7.148752,5.997308
68_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5640000000000005,746.893736,25.228996,14.579905,12.910507,11.549031,12.151435,10.822022,10.430468,10.112233,8.93698,8.369782,6.980273
69_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5740000000000005,746.09658,17.843722,10.945322,10.54572,8.916235,9.435318,7.590922,7.666489,7.577957,6.69818,5.866105,5.179996
70_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5840000000000003,740.962282,28.354188,16.615632,13.691805,14.209921,13.653727,11.632907,10.916235,10.436734,9.653828,8.402551,6.987104
71_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5940000000000003,740.960651,27.550468,17.087657,13.986613,13.267926,13.823995,11.60585,11.113399,10.491038,9.89836,8.396699,6.783877
72_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6040000000000003,740.95247,26.197477,15.26084,13.050651,12.62979,12.530245,10.837688,10.299018,9.806192,8.991491,7.941778,6.551549
73_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6140000000000003,740.958263,28.109565,15.864795,13.702393,13.068047,12.99517,11.551359,11.096481,10.61503,9.25941,8.685035,7.04806
74_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6240000000000006,738.764387,26.304107,15.23359,13.247969,12.517762,12.752037,11.103902,10.597214,10.256431,9.272782,8.288053,6.872905
75_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6340000000000006,738.764681,27.298681,16.958352,13.948241,13.740788,13.921995,11.350409,11.064295,10.512945,9.901958,8.374114,6.784512
76_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6440000000000006,738.75821,29.649453,17.432216,14.114415,14.975003,13.952994,12.240428,11.381392,10.735727,10.002698,8.789642,7.076343
77_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6540000000000006,727.440391,23.768425,14.084711,12.258204,11.809332,11.885268,9.701601,9.33185,8.943908,8.268055,6.997232,5.795223
78_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6640000000000006,723.414418,26.872693,15.324455,13.385243,12.451854,12.771781,11.283536,10.843172,10.463188,9.36469,8.475591,6.940051
79_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6740000000000006,721.362084,22.49044,13.472012,11.923925,11.042599,11.428836,9.291431,9.084132,8.790847,8.018646,6.821184,5.765095
80_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6840000000000006,721.362125,22.549439,13.316195,12.056198,10.691606,11.186659,9.612033,9.458487,9.20221,8.225963,7.343796,6.229608
81_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6940000000000006,721.35128,23.955411,14.067327,12.522724,11.200464,11.665221,10.233501,9.908984,9.602047,8.547199,7.92894,6.715596
82_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7040000000000006,720.15371,26.561408,15.314139,13.306806,12.323362,12.760756,11.190182,10.624716,10.285371,9.288142,8.396971,6.92613
83_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7140000000000006,720.1505,23.795727,14.155028,12.308991,11.88403,11.863417,9.797567,9.382516,8.987657,8.348613,7.053274,5.873698
84_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7240000000000006,718.197781,24.676305,14.335167,12.919023,11.210744,12.058272,10.699491,10.399583,10.177192,9.008726,8.406917,7.144009
85_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7340000000000009,715.727004,23.947758,14.010424,12.410575,11.453914,11.805104,9.902161,9.605978,9.22931,8.411981,7.231682,6.004103
86_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7440000000000009,715.68675,29.238871,16.496941,13.921882,13.687718,14.036341,11.820638,11.252852,10.845103,9.940064,8.601164,7.052209
87_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.754000000000001,714.386765,22.178592,13.055416,11.720057,11.050869,10.825743,8.959807,8.630656,8.098556,7.499017,6.396509,5.210373
88_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.764000000000001,709.640499,26.817779,15.620201,13.249936,13.051191,12.630196,11.017284,10.342463,9.74631,9.045979,7.935033,6.430943
89_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.774000000000001,709.631167,24.691153,14.531595,12.5796,12.048193,12.102057,10.164386,9.711549,9.268276,8.560468,7.351815,6.086724
90_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7840000000000007,709.624324,26.414972,15.079724,13.289579,11.946418,12.749103,11.19571,10.772094,10.496743,9.396915,8.543372,7.105456
91_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7940000000000007,709.622999,27.527222,16.110317,13.415352,13.556798,13.44469,11.22155,10.656892,10.204676,9.464217,8.08809,6.638218
92_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8040000000000007,685.623349,24.494515,14.311146,12.528128,12.072756,12.04288,10.056294,9.570991,9.166141,8.378843,7.198542,5.987261
93_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8140000000000007,681.888508,23.058281,14.411371,12.126701,12.138881,12.855415,9.598899,9.66068,9.80622,8.713691,7.222335,6.417018
94_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8240000000000007,678.362715,23.731986,13.783598,12.311489,11.23762,11.682204,9.787802,9.475649,9.113006,8.350147,7.121351,5.91964
95_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8340000000000007,678.370389,27.159158,15.733328,13.474729,12.8542,13.258049,11.455773,10.872732,10.567018,9.439487,8.647403,7.238741
96_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8440000000000007,675.847305,25.743986,15.432274,12.900843,13.019955,13.128069,10.588852,10.21277,9.908918,9.14936,7.695857,6.447717
97_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8540000000000008,675.830642,26.546913,15.490983,13.405636,12.646841,12.9129,11.480547,11.025109,10.772822,9.3517,8.988595,7.416666
98_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8640000000000008,664.001029,23.968182,14.348062,12.387692,11.960346,12.027007,9.948969,9.623995,9.343138,8.522811,7.38584,6.307414
99_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8740000000000008,663.796408,29.949463,17.743676,14.230657,15.190078,14.181207,12.259063,11.322877,10.614884,10.073309,8.626394,6.936733
100_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8840000000000008,663.791619,22.472121,13.621332,11.892898,11.572349,11.513262,9.200724,8.93354,8.567312,7.947892,6.579618,5.501944
101_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8940000000000008,662.125486,29.881746,16.910892,14.109821,13.749271,14.263644,12.104894,11.529454,11.054992,10.221779,8.770942,7.176627
102_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9040000000000008,657.09121,14.757094,9.209002,9.481576,7.471539,7.832768,6.064565,6.26054,5.992261,5.391719,4.459727,3.898347
103_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9140000000000008,656.892902,25.849159,15.371722,12.892795,13.138355,12.919718,10.484302,9.941422,9.507661,8.914345,7.387546,6.093236
104_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9240000000000008,652.814429,27.203376,15.96238,13.509582,12.881021,13.364581,11.464529,10.975986,10.602929,9.676339,8.488206,6.996536
105_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9340000000000008,645.339923,27.264489,15.649921,13.442623,12.640693,13.17893,11.27639,10.781645,10.396788,9.488637,8.34463,6.918224
106_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9440000000000008,645.452193,27.361474,16.151122,13.353188,13.369382,13.742231,11.095451,10.623883,10.289213,9.570549,7.938827,6.629263
107_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9540000000000008,643.768936,25.189146,15.139603,12.708911,12.939698,12.79241,10.344119,9.926561,9.663376,8.908412,7.45591,6.292409
108_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9640000000000009,643.647701,26.734104,15.533072,13.255186,12.429096,13.098083,11.094041,10.656766,10.292209,9.380552,8.137258,6.731851
109_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9740000000000009,641.598949,26.36292,15.249826,13.153849,12.474965,12.853412,10.980422,10.49981,10.123216,9.141179,8.190202,6.779644
110_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9840000000000009,639.742306,22.637197,13.791876,11.968606,11.616152,11.798292,9.341003,9.137698,8.88245,8.12541,6.761544,5.705682
111_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9940000000000009,638.845707,22.229745,13.481324,11.823423,11.346203,11.503233,9.097522,8.873759,8.554626,7.90796,6.519576,5.483927
112_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.004000000000001,624.020741,28.124056,16.011847,13.599123,13.11817,13.459258,11.376152,10.83971,10.38264,9.593916,8.280078,6.778444
113_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0140000000000007,621.668854,23.361711,13.814574,12.206533,11.358045,11.541015,9.642575,9.333323,8.934752,8.162427,7.025265,5.843771
114_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0240000000000005,594.380841,28.688637,16.058576,13.763486,12.980115,13.494531,11.755026,11.133046,10.716098,9.734799,8.649914,7.042437
115_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0340000000000003,590.740221,24.131867,14.05267,12.459952,11.366677,11.725553,9.960861,9.551962,9.102107,8.33041,7.291482,6.021055
116_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.044,587.66516,22.620415,13.30158,11.995306,11.228509,10.916882,9.383226,8.945411,8.442366,7.643193,6.879218,5.607476
117_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.054,587.605088,25.457901,14.789719,12.919678,12.089632,12.403834,10.5527,10.079113,9.694133,8.837777,7.71443,6.377915
118_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.064,586.047356,26.395881,15.276125,13.080419,12.252593,12.86151,10.749307,10.236678,9.819281,9.097528,7.637306,6.296666
119_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0739999999999994,576.127257,28.027391,17.453593,13.961343,14.35771,14.096341,11.737221,11.004966,10.357808,9.831032,8.243544,6.651598
