folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_CAR_FUEL_CELL,f_CAR_NG,f_CAR_DIESEL,f_CAR_HEV,f_CAR_METHANOL,f_CAR_GASOLINE,f_CAR_PHEV,f_CAR_BEV
0_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.884,1003.798875,177.113846,3.283334,5.896704,1.409533,2.394205,2.246471,3.1e-05,1e-05
1_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.894,1003.788108,177.021352,5.435168,1.276019,2.944289,2.004453,0.7141,7e-06,2e-06
2_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.904,1003.480085,183.604778,0.802784,1.604527,3.144372,2.22263,2.070571,2.9e-05,9e-06
3_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.914,1002.926883,182.760244,10.562778,1.782678,5.673282,1.888981,3.26404,1.3e-05,4e-06
4_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.924,999.812267,176.982794,2.665494,2.072574,1.371728,1.93,2.450598,3.4e-05,1.2e-05
5_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.934,990.939552,176.984357,6.14713,1.581824,5.01552,2.054161,2.843748,4.2e-05,1.4e-05
6_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.944,978.3761,177.244454,4.29692,2.378906,2.620521,0.812905,3.113696,1.6e-05,5e-06
7_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.954,976.37241,177.083183,1.972469,1.497311,2.39673,1.993834,1.00595,4.1e-05,1.3e-05
8_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.964,972.536979,186.528339,1.157529,6.494279,1.429642,6.648455,1.383961,6.3e-05,2.4e-05
9_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.974,962.233645,176.977991,2.486927,1.336891,8.882461,2.868796,2.771733,4.6e-05,1.7e-05
10_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.984,962.104433,178.734552,8.572278,1.283799,2.420854,1.776251,1.431694,7.5e-05,2.7e-05
11_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,0.994,947.210714,180.822602,1.315947,3.837349,1.108431,1.247609,1.587887,1.3e-05,5e-06
12_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.004,947.109488,177.432965,5.144888,5.895912,1.394096,1.178169,1.94023,6.9e-05,1.9e-05
13_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.014,945.631525,177.022101,6.445002,3.633373,4.377934,1.210258,1.380569,5.6e-05,2e-05
14_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.024,945.512791,178.062312,1.105139,1.858749,2.742623,2.299215,2.019208,6.1e-05,1.9e-05
15_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.034,923.142419,177.416585,6.289604,1.104595,3.180457,1.752938,1.704778,2.2e-05,7e-06
16_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.044,913.739958,177.576682,7.380577,1.885332,3.450708,4.869181,3.327433,1.8e-05,6e-06
17_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.054,913.737425,177.08588,3.429338,3.012059,4.100238,1.629646,1.53622,2.2e-05,7e-06
18_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.064,901.662863,180.45161,6.541269,1.555249,4.858765,1.57843,1.179879,6.6e-05,2.2e-05
19_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.074,896.983672,177.449799,7.032358,3.893032,6.584239,1.818856,1.929464,2.5e-05,8e-06
20_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.084,893.286801,177.677964,1.246287,1.094973,0.947274,1.075453,1.083642,0.000103,3.7e-05
21_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.094,891.25311,179.507979,0.458585,3.468927,2.826478,0.838857,2.971439,0.000107,3.4e-05
22_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.104,891.281715,178.827302,1.73274,1.369236,1.105868,1.818265,1.189787,7.8e-05,2.5e-05
23_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.114,891.237927,177.005452,3.29743,1.31201,2.858737,1.362618,0.895715,0.000114,3.8e-05
24_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.124,886.879738,179.79067,0.61868,7.769439,5.000641,1.883558,1.28128,7e-05,2.4e-05
25_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.134,886.930722,177.034281,1.053585,3.976408,1.160538,1.75554,0.844515,9.3e-05,2.7e-05
26_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.144,882.603457,179.04311,0.972175,4.07501,0.729774,0.491605,0.732219,0.000729,0.000242
27_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.154,882.241763,180.77904,1.006171,1.84339,4.057568,0.832032,1.056699,2.9e-05,8e-06
28_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.164,882.311321,177.059626,1.933984,3.295537,3.647738,2.598782,1.371246,9e-06,3e-06
29_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1740000000000002,870.473257,176.977544,0.669985,4.392332,1.483033,9.069855,1.411457,2.2e-05,6e-06
30_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1840000000000002,870.436122,177.373359,1.650449,2.063116,4.949677,1.289884,3.746521,5e-06,2e-06
31_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1940000000000002,863.028571,177.005238,4.581277,3.615186,4.047669,7.629478,1.850314,2.7e-05,9e-06
32_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2040000000000002,854.612968,177.0346,1.925505,3.385926,3.420364,1.266842,3.640726,2.7e-05,8e-06
33_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2140000000000002,849.726105,177.139961,5.349436,11.932962,12.903294,10.482639,12.432491,1.2e-05,4e-06
34_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2240000000000002,844.873321,177.388227,6.557522,11.08194,3.608045,2.339186,1.082707,1.1e-05,4e-06
35_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2340000000000002,844.87012,177.221985,0.811141,3.232719,2.543499,1.097113,2.888602,6e-06,2e-06
36_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2440000000000002,844.880638,177.068774,1.205343,1.301671,4.100152,1.906604,1.233226,9.5e-05,3.3e-05
37_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2540000000000002,844.662651,177.078237,1.312584,2.249328,6.446173,3.57722,2.691272,1.5e-05,5e-06
38_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2640000000000002,836.698227,185.998023,4.065223,3.529072,6.658596,2.728449,2.760361,8e-06,3e-06
39_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2740000000000002,836.696738,177.568971,20.452742,5.507227,2.072413,1.805303,1.407668,8e-06,2e-06
40_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2840000000000005,836.688495,177.023307,6.023534,5.850857,2.922025,1.229047,5.036004,1.8e-05,5e-06
41_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2940000000000005,830.226241,177.103217,1.898714,2.686176,2.918532,2.121751,1.45316,1.6e-05,5e-06
42_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3040000000000005,826.654727,177.009889,0.859819,2.485059,2.969307,1.792083,0.733426,1e-05,3e-06
43_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3140000000000005,818.886129,177.488676,2.296212,1.466298,13.025789,1.12603,3.231803,1e-06,0.0
44_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3240000000000005,811.719605,177.115485,1.689633,5.545166,3.324332,0.912988,1.199685,3.6e-05,1.2e-05
45_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3340000000000003,811.681075,176.98827,6.755126,8.354076,4.917719,3.937083,2.130325,1.2e-05,4e-06
46_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3440000000000003,811.685962,179.235748,5.143087,5.640182,8.617783,1.389353,1.789702,1.7e-05,5e-06
47_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3540000000000003,811.676966,179.106747,35.035993,2.467864,28.073409,13.213407,4.635273,1.8e-05,5e-06
48_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3640000000000003,796.073397,180.18329,2.089533,0.475773,1.531881,0.800367,2.488872,5.9e-05,1.8e-05
49_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3740000000000003,793.719052,177.150084,2.67001,1.707225,5.55275,1.170215,5.762703,5.6e-05,1.9e-05
50_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3840000000000003,788.193008,177.36324,6.446283,0.523688,0.734082,1.423255,2.108671,2.9e-05,1e-05
51_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3940000000000003,788.225028,179.861291,5.651597,2.915632,4.002587,1.467257,2.389305,5.4e-05,2e-05
52_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4040000000000004,788.197822,177.119799,2.872115,2.350974,4.605364,2.955552,1.447883,5.6e-05,1.7e-05
53_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4140000000000004,788.192756,176.985198,2.407723,3.981294,5.458259,0.801125,4.586866,2e-05,6e-06
54_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4240000000000004,785.596432,177.055021,2.32344,7.305453,3.346116,2.43533,2.323248,4e-06,1e-06
55_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4340000000000004,785.599247,177.557415,3.232838,2.109917,1.575194,2.255799,2.600044,6.4e-05,2e-05
56_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4440000000000004,785.600144,185.768507,0.715199,3.06435,3.190938,0.944421,2.089501,2.4e-05,8e-06
57_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4540000000000004,785.596448,189.137707,11.391219,1.823454,5.325013,10.544845,2.101429,4.4e-05,1.6e-05
58_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4640000000000004,781.808324,195.231302,16.758111,4.950573,7.517523,7.128632,5.139832,9e-06,3e-06
59_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4740000000000004,774.462312,179.147088,1.728889,41.509315,2.998611,2.578249,1.298351,8.3e-05,3e-05
60_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4840000000000004,759.569873,182.571483,2.861745,3.702035,2.853475,1.543184,1.836948,3.8e-05,1.4e-05
61_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4940000000000004,759.547555,177.00073,5.293796,4.533321,8.947003,1.347351,4.140026,2.2e-05,6e-06
62_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5040000000000004,759.548918,177.43308,7.773288,1.465786,2.932426,1.341495,4.402364,1.2e-05,4e-06
63_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5140000000000005,759.548142,179.839182,30.262682,7.970233,11.947985,0.996917,6.69935,1.7e-05,5e-06
64_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5240000000000005,753.583148,180.92258,6.148562,5.017241,3.852096,0.971406,2.3742,4.3e-05,1.5e-05
65_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5340000000000005,752.771201,179.154754,0.514573,3.282935,2.266963,0.833757,1.498105,6.4e-05,1.8e-05
66_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5440000000000005,748.452303,181.512602,10.769639,5.209977,6.062164,1.972442,3.220449,8.8e-05,2.7e-05
67_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5540000000000005,746.923425,177.152694,0.798263,4.647232,4.607873,3.708839,0.906861,3e-05,1e-05
68_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5640000000000005,746.893736,177.984268,5.460935,4.084179,9.100894,4.526038,1.390327,3.1e-05,1e-05
69_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5740000000000005,746.09658,177.018301,19.733208,6.467688,10.681495,5.069066,3.955155,8e-06,2e-06
70_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5840000000000003,740.962282,183.836912,1.412405,1.248411,4.628938,2.463041,1.582034,2.3e-05,7e-06
71_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5940000000000003,740.960651,180.39508,2.868672,5.31036,3.257649,4.944188,2.546369,2.9e-05,9e-06
72_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6040000000000003,740.95247,177.061201,4.856691,2.537683,10.393479,5.92011,2.049957,1.2e-05,4e-06
73_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6140000000000003,740.958263,178.169631,1.12434,2.27973,9.116924,2.160273,3.382679,1.8e-05,6e-06
74_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6240000000000006,738.764387,178.842003,3.037679,8.039296,0.881237,1.176607,1.133427,6e-06,2e-06
75_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6340000000000006,738.764681,177.148233,2.920316,4.874492,4.158966,1.606633,1.762381,8e-06,2e-06
76_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6440000000000006,738.75821,179.501422,2.479627,1.677862,2.270742,3.133641,1.070726,8.8e-05,2.7e-05
77_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6540000000000006,727.440391,182.368949,14.221236,5.203013,8.005971,3.02548,4.244531,3.8e-05,1.2e-05
78_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6640000000000006,723.414418,177.010673,8.293912,2.666799,1.587928,4.001267,1.430421,2.7e-05,8e-06
79_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6740000000000006,721.362084,180.453035,8.867183,2.587584,6.978265,3.370924,4.262886,2.3e-05,7e-06
80_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6840000000000006,721.362125,179.619266,10.878504,1.643907,6.995005,1.607161,4.169325,1.1e-05,4e-06
81_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6940000000000006,721.35128,176.98581,5.0318,3.052154,7.134711,4.516596,3.104142,4e-06,1e-06
82_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7040000000000006,720.15371,180.112983,4.980608,1.244726,2.385986,1.174009,0.957152,1.1e-05,3e-06
83_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7140000000000006,720.1505,177.515885,2.118969,1.627911,2.316655,2.064592,5.584331,2.4e-05,8e-06
84_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7240000000000006,718.197781,178.179099,4.856182,1.312669,2.192426,2.463284,1.650411,9e-06,3e-06
85_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7340000000000009,715.727004,182.708367,4.78326,0.673656,3.169639,4.540013,1.047085,5.2e-05,1.7e-05
86_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7440000000000009,715.68675,179.235132,2.040472,1.814763,1.335377,2.950809,1.801185,8.7e-05,2.5e-05
87_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.754000000000001,714.386765,179.187122,1.517932,9.066447,11.673907,3.090638,1.988225,3.7e-05,1.1e-05
88_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.764000000000001,709.640499,182.43655,1.519115,0.952073,1.891647,3.041388,1.464053,3.4e-05,1.1e-05
89_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.774000000000001,709.631167,177.208472,4.909283,1.018395,1.596442,2.224748,0.648997,3.2e-05,1.1e-05
90_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7840000000000007,709.624324,177.014749,4.154217,2.456048,2.670042,0.828194,1.260263,2.3e-05,8e-06
91_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7940000000000007,709.622999,182.440376,6.780228,1.115266,2.889228,1.650057,1.829059,7e-06,2e-06
92_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8040000000000007,685.623349,177.027879,4.949467,2.458735,9.975428,1.589611,3.92936,3.6e-05,1.1e-05
93_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8140000000000007,681.888508,181.162008,6.438065,4.899549,7.289323,6.423871,1.249928,2.1e-05,6e-06
94_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8240000000000007,678.362715,183.729942,1.849525,1.936478,3.91513,1.060383,0.825641,1.5e-05,5e-06
95_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8340000000000007,678.370389,177.352709,2.699843,1.480479,6.631888,1.716285,0.723416,8.6e-05,2.6e-05
96_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8440000000000007,675.847305,185.480525,1.10446,0.698812,3.004657,1.200303,2.256757,3.2e-05,1e-05
97_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8540000000000008,675.830642,177.912154,2.944974,1.486126,1.368792,2.41483,4.279147,4e-05,1.3e-05
98_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8640000000000008,664.001029,177.007458,10.534592,1.858724,1.551415,9.178617,2.60813,3.5e-05,1.1e-05
99_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8740000000000008,663.796408,179.315986,2.322704,2.892307,1.717182,1.160607,1.639514,5.2e-05,1.9e-05
100_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8840000000000008,663.791619,182.345779,4.156121,1.333853,5.723609,1.207807,1.316022,1.8e-05,5e-06
101_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8940000000000008,662.125486,179.035558,0.544109,2.933125,1.503236,1.683389,1.611356,8.2e-05,2.2e-05
102_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9040000000000008,657.09121,185.122395,6.278602,35.310118,15.377297,3.363112,4.82842,2.9e-05,9e-06
103_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9140000000000008,656.892902,179.911312,10.721882,0.889532,2.861607,1.354592,1.486566,3.2e-05,1e-05
104_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9240000000000008,652.814429,177.074028,1.68701,2.999212,1.703542,1.413991,1.381341,1.9e-05,5e-06
105_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9340000000000008,645.339923,180.658746,2.060928,1.345743,2.652352,2.720568,3.187497,2.6e-05,8e-06
106_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9440000000000008,645.452193,178.090973,4.889135,4.808176,1.190592,0.957382,2.888939,5.9e-05,1.8e-05
107_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9540000000000008,643.768936,178.449363,4.931402,2.064479,6.542637,2.637375,3.69227,3.2e-05,1e-05
108_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9640000000000009,643.647701,177.295495,4.059318,7.755388,3.597969,2.271733,1.434801,4.6e-05,1.5e-05
109_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9740000000000009,641.598949,177.737349,10.742835,2.009332,8.430117,3.992475,3.25823,9e-06,3e-06
110_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9840000000000009,639.742306,177.021484,3.780087,4.18783,13.154079,7.773938,1.2085,6e-06,2e-06
111_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9940000000000009,638.845707,179.701909,6.527813,6.691268,7.340007,4.715752,1.267228,8.4e-05,2.5e-05
112_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.004000000000001,624.020741,181.506874,2.128566,3.530599,3.888362,8.228007,2.108988,2.7e-05,8e-06
113_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0140000000000007,621.668854,186.208939,1.185517,2.137794,4.945727,1.563629,2.030829,1.9e-05,6e-06
114_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0240000000000005,594.380841,181.798361,6.652913,1.20152,2.254255,1.817565,1.912865,4.5e-05,1.5e-05
115_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0340000000000003,590.740221,183.426796,10.060259,1.414465,5.872057,3.104963,1.693566,9e-06,3e-06
116_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.044,587.66516,177.537556,2.658451,9.979434,35.457852,1.754431,3.464262,3e-06,1e-06
117_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.054,587.605088,178.962817,8.530901,2.845422,2.106707,0.99332,1.305891,1.3e-05,4e-06
118_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.064,586.047356,179.808819,15.260171,1.810354,2.468598,0.868511,4.032908,6.3e-05,1.9e-05
119_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0739999999999994,576.127257,178.544425,5.109753,1.606415,2.754993,1.745749,2.70785,9e-05,2.7e-05
120_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.083999999999999,570.59089,177.158045,4.778363,0.601985,0.206178,6.631281,0.544004,1.3e-05,4e-06
