folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_CAR_FUEL_CELL,f_CAR_NG,f_CAR_DIESEL,f_CAR_HEV,f_CAR_METHANOL,f_CAR_GASOLINE,f_CAR_PHEV,f_CAR_BEV
239_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.273999999999974,215.892244,177.094564,1.457457,2.92248,2.700996,1.032836,1.994986,2.9e-05,1e-05
240_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2839999999999736,212.940927,185.246577,4.817332,1.582229,7.771487,6.512193,1.014473,2e-06,1e-06
241_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2939999999999734,212.307457,190.073757,0.780762,5.909384,0.999643,1.71627,4.709919,4.5e-05,1.4e-05
242_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.303999999999973,205.714908,178.285324,1.275663,12.278669,2.719243,3.441472,1.750645,7e-05,2e-05
243_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.313999999999973,202.32492,180.625676,5.016363,2.252047,1.456074,3.873633,2.043477,5.6e-05,2e-05
244_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3239999999999728,195.811168,177.869219,12.294583,7.019886,14.505694,0.764879,0.976194,2.5e-05,8e-06
245_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3339999999999725,191.971648,178.463787,1.222341,9.748932,4.290077,5.921723,3.72004,5.1e-05,1.4e-05
246_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3439999999999723,191.745043,177.337344,3.577621,1.670981,2.782368,5.599788,2.041062,6.4e-05,2e-05
247_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.353999999999972,191.713559,177.236775,1.35004,1.082226,1.219899,1.073081,1.356005,3.6e-05,1.2e-05
248_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.363999999999972,186.504536,176.980704,1.002544,5.571923,7.194918,0.875863,4.799597,6e-05,2.2e-05
249_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.373999999999972,186.419736,176.975667,6.882525,3.42392,8.413211,2.818389,3.027399,2.4e-05,7e-06
250_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3839999999999715,176.021859,177.01019,2.393504,3.900828,0.777421,1.128925,0.938632,5.6e-05,1.5e-05
251_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3939999999999717,170.938948,198.171264,14.189792,6.683139,7.176709,2.129566,3.213403,1.6e-05,5e-06
252_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.403999999999971,170.547214,176.996465,5.849922,0.854828,1.604301,2.652727,1.650893,0.000283,6e-05
253_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.413999999999971,170.486794,177.013506,0.622724,2.733555,1.71274,1.021937,1.914034,3e-05,7e-06
254_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.42399999999997,158.219207,183.743772,1.899753,2.242811,0.615481,1.252209,0.566926,0.000426,0.000142
255_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4339999999999704,157.22067,179.392865,6.275812,9.669589,3.220831,3.959529,1.073861,2.7e-05,8e-06
256_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.44399999999997,156.289157,177.534951,4.200938,7.698519,3.724448,1.489862,2.801526,5.2e-05,1.8e-05
257_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.45399999999997,156.280838,177.584787,2.690547,7.295609,5.237594,1.365138,6.744995,6.3e-05,1.6e-05
258_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4639999999999698,154.898356,177.567853,1.964145,2.026236,10.435442,0.949603,1.521586,0.000933,0.000323
259_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4739999999999696,154.410811,177.008741,0.547708,1.97639,0.611004,0.517039,1.441606,4e-05,1.4e-05
260_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4839999999999693,152.751945,194.341072,2.186224,1.759879,1.15634,6.507366,1.11252,1.7e-05,6e-06
261_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.493999999999969,152.748473,177.276928,1.678857,1.99213,2.125225,1.885571,1.104633,3.2e-05,1e-05
262_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.503999999999969,152.711514,177.381612,3.111752,15.132001,1.023732,1.540833,1.368593,4.1e-05,1.2e-05
263_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5139999999999687,151.659917,177.052015,1.59808,1.680678,3.062325,1.439541,2.193108,2.9e-05,1.1e-05
264_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5239999999999685,150.448933,180.885622,8.469954,5.02746,0.819916,2.378655,1.356732,3.9e-05,1.2e-05
265_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5339999999999683,148.749486,176.986367,2.155797,6.008677,1.458102,1.567327,1.070413,0.000789,0.000232
266_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.543999999999968,148.988246,183.433436,5.357,1.778052,9.236607,3.366658,2.374274,9e-05,3.2e-05
267_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.553999999999968,147.73449,184.802228,19.453685,5.31257,7.726275,2.927627,3.400539,3.4e-05,1.1e-05
268_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.563999999999968,145.527355,178.213536,1.366574,9.886962,5.173193,2.56052,6.223124,2.5e-05,7e-06
269_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5739999999999674,143.453003,179.078262,0.565897,6.714534,3.866207,3.136611,2.104115,3.8e-05,1.2e-05
270_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.583999999999967,142.142485,204.311903,11.933501,1.577172,9.476398,4.825095,2.101637,2.8e-05,9e-06
271_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.593999999999967,138.814058,191.531753,9.116285,6.704828,9.432319,3.942329,1.101763,7.7e-05,2.3e-05
272_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.603999999999967,138.80115,177.026707,2.643438,3.832309,1.641319,6.862399,1.267426,3.2e-05,9e-06
273_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.613999999999967,138.804148,184.339265,7.067772,1.641438,10.913263,1.014486,1.930087,8.3e-05,3.1e-05
274_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6239999999999664,137.68252,177.039977,1.277921,7.426928,5.715951,1.687083,2.524384,3.6e-05,1.3e-05
275_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.633999999999966,135.557619,177.466165,8.596275,1.525863,2.477901,2.701753,1.132659,2.1e-05,8e-06
276_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.643999999999966,135.495427,178.173293,8.342443,2.783344,2.992141,2.101372,2.231107,4.8e-05,1.7e-05
277_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6539999999999657,132.907354,178.389868,1.705623,2.21295,1.535641,1.216816,1.500782,9.6e-05,3.3e-05
278_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6639999999999655,132.157175,177.614502,7.528331,8.783809,5.565576,3.075892,2.863489,6.7e-05,2.1e-05
279_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.673999999999965,132.150599,194.569544,3.169114,8.724259,2.163397,1.319265,1.070982,2.8e-05,9e-06
280_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.683999999999965,129.126903,176.979725,3.887353,1.028541,1.07492,2.2207,0.852442,6.3e-05,2e-05
281_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.693999999999965,119.2221,177.122255,8.70981,2.409339,1.154474,0.64514,0.770971,3.6e-05,1.1e-05
282_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7039999999999647,118.087052,180.206864,2.997982,7.465174,5.503265,0.917053,1.008497,5.1e-05,1.9e-05
283_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.713999999999965,116.165456,177.653528,0.685318,5.970592,1.120198,1.176733,0.663038,4.8e-05,1.3e-05
284_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.723999999999964,115.526224,176.972454,0.976137,5.343782,3.098186,0.837239,7.654516,5.1e-05,1.7e-05
285_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.733999999999964,115.010872,177.012114,1.931884,1.032229,1.872243,3.626271,1.975318,4.2e-05,1.7e-05
286_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.743999999999964,114.878922,182.832108,3.27936,0.891022,1.74142,7.198723,1.740106,2.5e-05,7e-06
287_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.753999999999964,114.882048,182.491938,3.781665,28.321988,2.768765,5.866725,4.918325,2e-05,6e-06
288_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7639999999999634,114.734498,182.5177,1.306773,0.988907,2.603417,0.580113,0.792865,4.1e-05,1.3e-05
289_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.773999999999963,114.708523,177.012794,3.246155,4.252914,0.9781,1.102802,2.298101,2.5e-05,8e-06
290_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.783999999999963,114.709755,178.085941,1.458714,2.513002,3.622741,3.575999,3.160027,2.9e-05,9e-06
291_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7939999999999623,112.130938,180.361325,2.883656,0.968898,1.039602,1.266567,2.348701,8.6e-05,3.2e-05
292_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8039999999999625,108.138709,182.010947,7.168782,5.713137,2.149887,0.878773,0.946416,4e-05,1.3e-05
293_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8139999999999614,106.906515,183.27148,1.802131,1.141928,0.518831,6.434813,0.754341,7.3e-05,2.4e-05
294_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.823999999999962,105.323909,179.696374,2.896983,6.165383,4.770054,1.882168,1.737535,3.4e-05,1.2e-05
295_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.833999999999962,105.065549,183.046983,1.911363,0.954183,1.42144,0.868794,3.166739,7e-05,2.4e-05
296_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8439999999999617,104.128585,178.219095,1.721772,5.000864,1.201578,1.05822,1.865367,2.5e-05,8e-06
297_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8539999999999615,97.054691,179.985045,0.657013,2.374192,0.738784,1.897615,2.851937,7.3e-05,1.8e-05
298_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.863999999999961,97.056601,184.926379,3.402079,2.43891,2.73109,1.498553,2.247586,5.9e-05,1.7e-05
299_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.873999999999961,95.455931,177.008903,3.279174,3.624065,1.957313,0.633348,1.804097,0.000109,3.7e-05
300_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.883999999999961,88.473512,177.007273,1.341185,4.159293,3.466301,2.731999,3.505767,3.9e-05,1.3e-05
301_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8939999999999606,88.545131,179.599258,2.114576,1.716619,3.517226,0.993219,1.919541,8.3e-05,3e-05
302_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.90399999999996,88.377871,177.269125,1.589951,2.90423,1.266285,0.932198,1.475324,7.5e-05,2.4e-05
303_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.91399999999996,88.387669,187.510924,3.756098,6.925334,1.372014,1.066357,4.244412,6e-05,1.9e-05
304_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.92399999999996,82.768352,178.012125,1.610791,5.143852,1.366821,2.527967,2.436601,8.9e-05,2.8e-05
305_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.93399999999996,76.386787,177.020328,1.104717,5.059603,2.126479,1.02841,9.369688,8.4e-05,2.9e-05
306_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.94399999999996,72.139283,177.040697,1.09456,2.707975,2.068944,1.222821,3.662693,4.9e-05,1.9e-05
307_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9539999999999593,67.844242,177.427596,7.26062,4.268686,9.453976,0.842521,3.705972,3.9e-05,1.3e-05
308_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.963999999999959,67.801419,183.723792,2.388426,4.945512,0.990932,2.272041,3.172979,7.1e-05,2.6e-05
309_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.973999999999959,67.768435,178.79337,1.157473,0.657131,2.76306,1.197394,1.361172,3.9e-05,1.4e-05
310_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.983999999999959,64.775128,177.821381,1.805801,8.243118,4.85364,0.801575,0.764942,5.1e-05,1.7e-05
311_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9939999999999594,64.270557,195.710498,0.714977,1.770925,10.981672,7.069297,2.914467,5.6e-05,1.4e-05
312_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.003999999999959,63.751055,184.680635,3.132864,5.832569,1.117095,0.800411,0.916805,1.6e-05,5e-06
313_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.013999999999959,57.038544,176.977578,4.391611,12.795916,10.812335,8.985718,2.156405,7.6e-05,2.3e-05
314_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.023999999999958,56.997135,179.186593,6.272378,1.164819,4.660915,1.084856,2.169817,2.3e-05,8e-06
315_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.033999999999958,52.800314,177.556415,3.784344,4.225057,1.215188,1.45813,1.428895,9.3e-05,3e-05
316_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.043999999999958,52.159295,185.189377,5.351472,0.701201,0.991786,1.982206,4.445187,9.9e-05,3.2e-05
317_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.053999999999958,51.627875,184.686328,6.011039,0.541868,0.838954,4.145432,0.589467,2e-05,6e-06
318_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.063999999999957,51.631554,182.092091,0.760145,1.539113,0.73477,0.886598,0.905061,6.9e-05,2.1e-05
319_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.073999999999957,51.636428,202.514612,12.601549,7.896078,1.799029,1.907217,2.959246,5.1e-05,1.7e-05
320_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.083999999999957,51.292309,184.609862,5.287731,0.763723,2.506652,5.875264,2.015288,7e-05,2.4e-05
321_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.093999999999957,49.644741,177.554361,6.209823,0.920688,0.762202,10.417391,1.945004,2.3e-05,7e-06
322_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.103999999999957,49.527105,177.667643,3.095997,3.021163,2.075854,1.207241,2.009689,0.000116,3.5e-05
323_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.113999999999956,48.084304,177.019628,4.418215,8.263455,3.385643,0.934471,4.39145,2.7e-05,1e-05
324_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.123999999999956,43.150321,180.808889,1.248559,12.617739,9.221053,0.905971,1.200812,0.000101,3.3e-05
325_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.133999999999956,42.66181,176.984347,9.613027,1.364728,3.746243,0.953905,2.23209,8.4e-05,3.1e-05
326_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.143999999999956,42.597812,181.658388,1.983558,1.928843,7.175056,0.981524,1.842699,0.0001,3.3e-05
327_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.153999999999956,42.618098,180.497707,10.771227,1.49293,1.738498,1.020011,1.049676,7.1e-05,2.5e-05
328_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.163999999999955,41.620993,178.096168,4.12558,0.975145,10.086048,1.075511,1.541463,6.7e-05,2.1e-05
329_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.173999999999955,40.477032,177.142722,0.71271,1.376679,5.749095,1.018689,4.210868,1e-05,4e-06
330_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.183999999999955,39.823214,177.281616,1.78351,7.468733,3.987072,1.071006,1.24141,7.4e-05,2.5e-05
331_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.193999999999955,38.077975,178.253396,8.523227,1.750933,2.217726,5.335283,1.655618,1.3e-05,4e-06
332_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.203999999999954,38.039348,177.196075,8.497213,4.458973,9.686243,1.039354,4.593788,8e-06,3e-06
333_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.213999999999954,35.343054,212.503133,0.764936,2.397685,0.847258,3.778996,1.104334,4.2e-05,1.1e-05
334_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.223999999999954,32.920673,178.998524,5.885653,2.209284,1.703165,3.512711,1.249031,0.000112,3.4e-05
335_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.233999999999954,32.694704,179.341378,5.503788,0.917369,1.942355,0.917315,1.630891,1.3e-05,4e-06
336_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.243999999999954,32.543861,178.036468,22.153599,9.478491,6.354641,2.660534,4.649938,8.6e-05,2.2e-05
337_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.253999999999953,29.386491,186.518705,5.831444,11.015022,3.526972,2.078881,1.78185,4.1e-05,1.2e-05
338_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.263999999999953,29.559617,178.416382,6.758306,3.726637,1.073724,7.623955,4.174684,7.4e-05,2.8e-05
339_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.273999999999953,28.491328,177.169284,3.177927,9.585293,1.387629,2.855737,1.734708,1.1e-05,4e-06
340_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.283999999999953,27.937304,177.234995,6.791429,4.661615,1.443799,0.829901,3.567232,1.8e-05,7e-06
341_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.2939999999999525,23.564715,195.834269,1.653956,1.192814,8.655515,2.945773,2.026137,4.3e-05,1.2e-05
342_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.303999999999952,21.60098,177.560539,5.627268,13.392004,4.540599,3.484309,5.506682,1.2e-05,4e-06
343_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.313999999999952,20.542858,181.877887,6.619095,2.222756,2.867654,1.156164,3.321274,1.5e-05,5e-06
344_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.323999999999952,20.514938,178.987601,2.464837,9.009375,9.583087,2.223902,8.497786,4e-06,1e-06
345_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.333999999999952,19.585958,178.849525,2.176026,2.852935,1.317538,1.940365,2.001963,4.4e-05,1.5e-05
346_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.343999999999952,19.502527,177.007035,2.37354,0.775116,1.327747,2.657335,3.017975,7.4e-05,2.4e-05
347_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.353999999999951,19.43528,181.829767,0.668198,0.848068,1.105774,1.046816,0.846397,2.9e-05,8e-06
348_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.363999999999951,18.386287,177.024775,7.309785,21.153596,3.601517,6.087373,1.564318,4.3e-05,1.4e-05
349_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.373999999999951,11.229281,177.590757,6.831486,8.606329,1.681863,4.117477,1.414689,4.9e-05,1.5e-05
350_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.383999999999951,15.698977,177.67672,0.926402,1.868498,4.214428,1.09207,3.247482,0.000402,0.000123
351_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.39399999999995,7.125932,177.70018,2.085124,6.920092,2.600336,7.26587,0.994632,0.00034,9.9e-05
352_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.40399999999995,2.54638,196.30389,17.715149,2.348417,14.217879,16.417029,6.12818,4.9e-05,1.3e-05
353_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.41399999999995,2.601817,206.239886,1.464974,1.104018,3.884303,1.126959,0.936764,6.2e-05,2e-05
354_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.42399999999995,1.557053,180.1307,2.138882,1.225472,1.329286,2.496214,0.81126,5.5e-05,1.8e-05
355_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.4339999999999495,0.314366,179.611493,2.192252,11.576708,5.401992,1.05933,0.9611,3e-05,1e-05
356_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.44,173.276849,185.035424,3.063381,1.222338,1.689059,1.171688,1.547399,2.1e-05,8e-06
357_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.640000000000001,141.68976,179.063906,2.531493,2.043112,1.866879,1.078634,1.448864,6.3e-05,2.2e-05
358_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.840000000000001,0.787605,177.010101,1.104909,1.075589,1.132369,1.060726,1.17838,8.6e-05,3.1e-05
