folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_TRAIN_PUB,f_TRAMWAY_TROLLEY,f_BUS_COACH_HYDIESEL,f_BUS_COACH_DIESEL,f_BUS_COACH_FC_HYBRIDH2,f_BUS_COACH_CNG_STOICH
239_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.273999999999974,215.892244,18.440627,8.637715,6.18,1.196836,1.084469,0.94638
240_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2839999999999736,212.940927,17.170002,12.045227,6.19125,0.694997,0.587242,0.80535
241_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2939999999999734,212.307457,17.324737,13.122058,10.257223,2.267419,2.027344,1.011092
242_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.303999999999973,205.714908,18.19199,10.11821,6.593043,2.414676,0.677771,0.8517
243_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.313999999999973,202.32492,17.588563,10.202265,7.165448,1.031748,1.251505,0.910718
244_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3239999999999728,195.811168,20.543148,12.119137,9.166688,1.428843,2.816018,0.633204
245_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3339999999999725,191.971648,21.682307,11.865502,7.465479,1.365633,1.105775,0.684332
246_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3439999999999723,191.745043,16.533976,8.47363,8.747304,0.740755,0.61334,0.850901
247_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.353999999999972,191.713559,16.584531,8.255199,6.580455,0.973479,0.648302,0.98492
248_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.363999999999972,186.504536,19.018116,10.422596,8.368125,0.901758,2.157697,0.84313
249_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.373999999999972,186.419736,20.40992,10.682074,10.919521,3.456851,5.933919,0.539019
250_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3839999999999715,176.021859,17.345059,12.722916,6.319548,0.599281,0.484813,0.860871
251_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3939999999999717,170.938948,17.778169,10.249859,9.545181,1.256624,2.038576,0.610439
252_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.403999999999971,170.547214,19.630589,11.300951,8.094491,2.45786,1.282837,0.938444
253_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.413999999999971,170.486794,16.535675,12.653776,9.18929,1.777349,0.960391,0.908761
254_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.42399999999997,158.219207,17.274377,9.459946,7.520216,0.99245,1.25436,0.901137
255_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4339999999999704,157.22067,18.459086,12.45994,6.953422,0.785819,0.775832,0.959904
256_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.44399999999997,156.289157,23.480593,9.73428,9.851336,1.057036,1.107731,0.859959
257_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.45399999999997,156.280838,17.43349,12.299305,8.302,2.143671,1.052507,1.111466
258_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4639999999999698,154.898356,20.341754,9.481542,6.783273,0.896494,0.81706,0.862673
259_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4739999999999696,154.410811,18.849366,8.915654,6.722773,1.346445,1.134803,0.778994
260_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4839999999999693,152.751945,17.494219,8.996459,8.838866,1.322857,1.32512,0.804822
261_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.493999999999969,152.748473,16.990421,9.259615,6.981982,0.971368,0.908507,0.997807
262_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.503999999999969,152.711514,17.582348,10.684737,6.988299,1.486847,1.23816,0.797815
263_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5139999999999687,151.659917,16.544899,8.448233,8.25055,1.421886,1.019442,1.35268
264_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5239999999999685,150.448933,17.108401,10.883843,6.273632,1.626935,1.274638,0.888772
265_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5339999999999683,148.749486,18.104799,9.666081,7.176281,0.888531,1.32664,0.955889
266_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.543999999999968,148.988246,18.194816,8.5816,6.289125,1.011342,0.681319,0.995352
267_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.553999999999968,147.73449,17.283728,10.686795,6.80016,1.937481,0.434202,0.735734
268_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.563999999999968,145.527355,16.647048,9.943067,8.805639,1.009075,0.256124,0.818564
269_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5739999999999674,143.453003,16.999944,9.465947,7.582586,1.20119,3.425229,1.086729
270_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.583999999999967,142.142485,17.808531,12.195403,6.146263,0.661431,0.51563,0.68294
271_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.593999999999967,138.814058,16.94524,10.221141,6.205197,0.818289,0.331858,0.778506
272_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.603999999999967,138.80115,18.987356,9.991793,6.303802,0.833582,0.77393,0.853397
273_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.613999999999967,138.804148,17.767923,8.959749,6.504353,0.926257,1.296958,0.9653
274_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6239999999999664,137.68252,17.386531,9.710588,6.174164,2.70927,1.697569,1.008478
275_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.633999999999966,135.557619,17.478926,8.994378,7.280319,0.921257,0.720687,0.911153
276_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.643999999999966,135.495427,17.977795,9.206199,6.905113,0.938485,0.964791,0.876733
277_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6539999999999657,132.907354,16.628327,8.884358,6.982315,1.219046,0.629756,0.996897
278_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6639999999999655,132.157175,16.566104,11.603842,9.075074,1.065759,0.823577,0.971764
279_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.673999999999965,132.150599,17.034924,9.865196,6.142314,0.948829,0.871834,0.959646
280_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.683999999999965,129.126903,19.079338,8.302699,6.274259,0.674553,1.075367,0.805134
281_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.693999999999965,119.2221,16.552626,9.19213,6.262673,0.870002,0.850285,0.793688
282_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7039999999999647,118.087052,16.531525,12.22762,12.639346,2.165059,2.27055,0.974307
283_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.713999999999965,116.165456,17.625053,11.300747,23.083728,3.80526,1.823344,2.745617
284_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.723999999999964,115.526224,16.727201,8.83569,6.133334,0.571872,0.517488,0.870821
285_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.733999999999964,115.010872,17.274132,9.057882,6.637065,1.128848,0.945073,0.99796
286_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.743999999999964,114.878922,16.535341,12.296938,8.369736,1.046151,0.573943,0.9373
287_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.753999999999964,114.882048,17.013631,12.264438,7.581784,2.216854,1.004376,0.740916
288_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7639999999999634,114.734498,22.240971,12.003965,7.069717,2.026032,0.848848,0.640718
289_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.773999999999963,114.708523,17.951926,12.15493,6.514438,1.134337,0.544436,1.097262
290_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.783999999999963,114.709755,18.609962,9.484724,6.136345,1.032228,2.760098,0.831328
291_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7939999999999623,112.130938,16.897487,8.816618,8.212025,1.046998,0.295838,1.182288
292_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8039999999999625,108.138709,17.485522,10.20435,6.181813,1.26672,0.543664,0.823374
293_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8139999999999614,106.906515,17.360198,9.894878,6.195738,0.919658,0.82935,0.920094
294_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.823999999999962,105.323909,16.596201,8.742663,6.686267,1.038135,1.03135,0.961694
295_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.833999999999962,105.065549,17.702616,8.611179,6.524191,0.863655,1.653243,0.862562
296_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8439999999999617,104.128585,18.039036,9.062101,6.431847,0.914861,0.961604,0.966056
297_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8539999999999615,97.054691,16.645362,9.321578,6.322942,1.840669,1.319859,0.952215
298_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.863999999999961,97.056601,18.465835,9.29023,7.225929,2.130265,2.600107,0.847719
299_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.873999999999961,95.455931,20.350511,8.953284,7.255058,0.899447,0.753654,0.846866
300_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.883999999999961,88.473512,16.72589,8.752689,7.707441,1.176968,0.816803,1.017026
301_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8939999999999606,88.545131,17.141224,8.905507,6.161668,0.942079,0.6208,0.910822
302_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.90399999999996,88.377871,16.947159,8.622893,6.212611,0.825778,0.54595,0.948593
303_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.91399999999996,88.387669,16.536064,10.450951,6.349489,0.974504,0.584962,0.837792
304_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.92399999999996,82.768352,16.532229,11.674795,8.097498,0.910828,0.622771,0.800528
305_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.93399999999996,76.386787,17.272929,9.176484,8.008323,0.939184,0.421575,0.938068
306_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.94399999999996,72.139283,16.535096,9.158257,7.4802,1.440622,1.582637,1.137975
307_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9539999999999593,67.844242,20.712714,8.716786,10.319139,0.940129,1.787317,0.844226
308_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.963999999999959,67.801419,18.691411,9.49599,6.157864,0.848653,0.37667,0.807754
309_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.973999999999959,67.768435,17.780897,8.861132,6.138542,0.814423,1.986132,0.822466
310_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.983999999999959,64.775128,21.734003,10.516194,6.200025,0.828474,0.679056,0.776092
311_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9939999999999594,64.270557,18.043219,11.39207,7.39723,1.142899,1.512602,0.765896
312_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.003999999999959,63.751055,18.12962,12.628256,6.582214,0.908226,0.541881,0.820873
313_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.013999999999959,57.038544,17.288428,10.971984,7.815253,0.686792,0.577033,0.715662
314_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.023999999999958,56.997135,18.851069,9.745502,6.346343,0.843271,1.054715,0.843382
315_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.033999999999958,52.800314,19.139866,9.336774,6.192875,1.360196,0.947273,0.997885
316_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.043999999999958,52.159295,17.992981,10.114443,6.661901,1.10491,0.469036,0.945192
317_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.053999999999958,51.627875,16.952772,13.002609,8.240393,0.91642,0.790332,0.812565
318_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.063999999999957,51.631554,17.38922,16.465402,7.013351,0.781573,0.617263,0.75003
319_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.073999999999957,51.636428,17.88446,10.319456,6.150601,1.307377,0.4811,0.764136
320_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.083999999999957,51.292309,17.760472,8.485634,6.179439,0.755102,1.322178,0.790525
321_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.093999999999957,49.644741,16.591757,10.067529,7.766854,0.960867,0.665696,0.854423
322_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.103999999999957,49.527105,16.575725,8.591707,7.125426,0.899777,0.836617,0.979518
323_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.113999999999956,48.084304,16.536935,10.427211,9.120192,1.236585,2.935124,0.856898
324_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.123999999999956,43.150321,19.30033,13.454315,6.213144,0.853778,0.41778,0.862501
325_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.133999999999956,42.66181,18.643325,10.137219,8.294855,1.141917,3.078595,0.943003
326_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.143999999999956,42.597812,16.935305,10.474352,11.22065,0.93547,1.295775,0.936904
327_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.153999999999956,42.618098,17.136456,9.10879,6.156121,0.873386,0.618737,0.940116
328_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.163999999999955,41.620993,16.628421,9.463895,6.177049,0.895063,0.696514,0.880655
329_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.173999999999955,40.477032,16.538919,12.337058,12.380649,1.383098,3.016657,1.129258
330_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.183999999999955,39.823214,18.240865,10.397484,6.314592,1.020012,0.584572,0.980877
331_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.193999999999955,38.077975,16.541481,10.647119,7.748598,0.918998,0.800323,0.810293
332_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.203999999999954,38.039348,17.330782,8.816316,6.142891,0.919484,0.724551,0.852893
333_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.213999999999954,35.343054,18.068186,14.205196,11.430823,1.793796,1.192082,0.787758
334_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.223999999999954,32.920673,16.54094,9.556102,7.881811,0.990024,1.084361,0.945728
335_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.233999999999954,32.694704,18.041777,11.564706,7.006396,1.562953,0.493994,0.761114
336_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.243999999999954,32.543861,22.202205,11.779351,6.608206,0.616674,0.720691,0.714085
337_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.253999999999953,29.386491,16.535299,15.858014,11.467588,0.981167,1.168673,1.0105
338_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.263999999999953,29.559617,17.507518,9.029483,12.502255,1.232427,0.939318,0.981186
339_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.273999999999953,28.491328,16.812429,8.727393,6.381145,1.036402,0.776284,1.006926
340_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.283999999999953,27.937304,22.458691,9.777202,7.503832,0.846131,4.833613,0.786939
341_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.2939999999999525,23.564715,20.228188,12.308448,7.427999,0.782742,0.522837,0.809516
342_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.303999999999952,21.60098,16.879693,9.541557,6.614226,0.71408,0.850821,0.79009
343_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.313999999999952,20.542858,20.653706,8.992516,6.161245,1.531721,1.037796,0.739121
344_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.323999999999952,20.514938,17.838697,9.782993,8.650852,0.947252,0.996359,0.761134
345_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.333999999999952,19.585958,19.82704,8.459131,7.334896,0.904446,0.664283,0.851399
346_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.343999999999952,19.502527,16.700017,8.745646,6.19587,0.95243,0.835344,1.053763
347_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.353999999999951,19.43528,17.721458,13.154846,6.816619,1.018841,0.553122,0.997605
348_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.363999999999951,18.386287,16.53761,8.641068,6.150166,5.506889,0.661047,0.885853
349_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.373999999999951,11.229281,18.535594,10.532861,6.433865,0.962982,0.54862,0.828206
350_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.383999999999951,15.698977,17.118005,9.992126,6.175598,0.933489,0.682809,0.946534
351_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.39399999999995,7.125932,16.54406,9.74379,6.248258,2.913478,1.538431,0.944966
352_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.40399999999995,2.54638,17.399519,11.153691,7.939818,1.383034,0.348922,0.638385
353_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.41399999999995,2.601817,18.535889,9.054385,7.769225,1.375872,1.051434,0.59666
354_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.42399999999995,1.557053,16.665532,8.689805,6.624377,1.304098,0.921776,0.98345
355_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.4339999999999495,0.314366,16.992638,10.383138,6.647357,0.862302,2.499657,0.942682
356_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.44,173.276849,16.891753,8.98498,6.521535,1.10514,0.755812,1.219024
357_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.640000000000001,141.68976,16.932908,8.315917,6.589636,1.034836,0.789156,0.985596
358_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.840000000000001,0.787605,16.572179,8.112181,6.213656,1.000374,0.733672,0.979673
